Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,Location,HASC_2,CCN_2,CCA_2,TYPE_2,ENGTYPE_2,NL_NAME_2,VARNAME_2,@id,admin_leve,boundary,Patient name,source,source_dat,type,@relations
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,449,Aleiro,,0,,Local Authority,Local Authority,,,relation/3708026,8,administrative,Firchin,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,449,Aleiro,,0,,Local Authority,Local Authority,,,relation/3708062,8,administrative,Jega Magaji 'A',ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3707597,8,administrative,Soron Yamma,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708089,8,administrative,Kwaido,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3707421,8,administrative,Chilas,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3707969,8,administrative,Bachaka,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708099,8,administrative,Lema-Jantullu,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708141,8,administrative,Sarka,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708165,8,administrative,Yeldu,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708119,8,administrative,Maurida,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708142,8,administrative,Sauwa,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3707989,8,administrative,Bui,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708097,8,administrative,Lailaba,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708176,8,administrative,Zazzagawa,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708087,8,administrative,Kola Tarasa,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708125,8,administrative,Nayelwa,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708110,8,administrative,Makera,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708072,8,administrative,Kangiwa,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708022,8,administrative,Falde,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3707994,8,administrative,Chibike,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708088,8,administrative,Kuka,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708025,8,administrative,Feske-Jaffeji,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708039,8,administrative,Gorun Dikko,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708153,8,administrative,Tilli Hilema,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708045,8,administrative,Gumumunde-Rafin Tsaka,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708048,8,administrative,Gwade,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708178,8,administrative,Zogirma,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708033,8,administrative,Geza,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,450,Arewa,,0,,Local Authority,Local Authority,,Arewa Dandi,relation/3708094,8,administrative,Kyangakwai,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,451,Argungu,,0,,Local Authority,Local Authority,,,relation/3708030,8,administrative,Gawasu Demana,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,451,Argungu,,0,,Local Authority,Local Authority,,,relation/3708119,8,administrative,Maurida,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,451,Argungu,,0,,Local Authority,Local Authority,,,relation/3708142,8,administrative,Sauwa,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,451,Argungu,,0,,Local Authority,Local Authority,,,relation/3708042,8,administrative,Gulma,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,451,Argungu,,0,,Local Authority,Local Authority,,,relation/3707963,8,administrative,Ambursa,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,451,Argungu,,0,,Local Authority,Local Authority,,,relation/3707962,8,administrative,Alwasa,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,451,Argungu,,0,,Local Authority,Local Authority,,,relation/3708097,8,administrative,Lailaba,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,451,Argungu,,0,,Local Authority,Local Authority,,,relation/3708157,8,administrative,Ujariyo,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,451,Argungu,,0,,Local Authority,Local Authority,,,relation/3708176,8,administrative,Zazzagawa,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,451,Argungu,,0,,Local Authority,Local Authority,,,relation/3708175,8,administrative,Zauro,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,451,Argungu,,0,,Local Authority,Local Authority,,,relation/3707575,8,administrative,Saida Goshe,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,451,Argungu,,0,,Local Authority,Local Authority,,,relation/3708116,8,administrative,Maruda,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,451,Argungu,,0,,Local Authority,Local Authority,,,relation/3708028,8,administrative,Galadima,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,451,Argungu,,0,,Local Authority,Local Authority,,,relation/3708083,8,administrative,Kokani North,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,451,Argungu,,0,,Local Authority,Local Authority,,,relation/3708052,8,administrative,Gwazange,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,451,Argungu,,0,,Local Authority,Local Authority,,,relation/3708024,8,administrative,Felande,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,451,Argungu,,0,,Local Authority,Local Authority,,,relation/3708012,8,administrative,Dikko,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,451,Argungu,,0,,Local Authority,Local Authority,,,relation/3708084,8,administrative,Kokani South,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,451,Argungu,,0,,Local Authority,Local Authority,,,relation/3707993,8,administrative,Cheberu,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,451,Argungu,,0,,Local Authority,Local Authority,,,relation/3708000,8,administrative,Dalijan,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,451,Argungu,,0,,Local Authority,Local Authority,,,relation/3708117,8,administrative,Masama,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3707597,8,administrative,Soron Yamma,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3707534,8,administrative,Labani,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3707595,8,administrative,Silame,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3707449,8,administrative,Gande,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3707596,8,administrative,Soron Gabas,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3707506,8,administrative,Katami North,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3707548,8,administrative,Maje,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3707507,8,administrative,Katami South,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3707457,8,administrative,Gaukai,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3707554,8,administrative,Marafa,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3707966,8,administrative,Augie North,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3707967,8,administrative,Augie South,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3707970,8,administrative,Bagaye Mera,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3707985,8,administrative,Birnin Tudu Gudale,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3708089,8,administrative,Kwaido,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3708141,8,administrative,Sarka,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3708097,8,administrative,Lailaba,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3708176,8,administrative,Zazzagawa,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3707575,8,administrative,Saida Goshe,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3707981,8,administrative,Bayawa South,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3707608,8,administrative,Torankawa,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3707413,8,administrative,Binjin Muza,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3707980,8,administrative,Bayawa North,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3707988,8,administrative,Bubuche,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3708028,8,administrative,Galadima,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3708083,8,administrative,Kokani North,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3708171,8,administrative,Yola,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3708052,8,administrative,Gwazange,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3708084,8,administrative,Kokani South,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,452,Augie,,0,,Local Authority,Local Authority,,,relation/3708152,8,administrative,Tiggi,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,453,Bagudo,,0,,Local Authority,Local Authority,,,relation/3707972,8,administrative,Bahindi Khaliel,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,453,Bagudo,,0,,Local Authority,Local Authority,,,relation/3708081,8,administrative,Kende Kurgu,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,453,Bagudo,,0,,Local Authority,Local Authority,,,relation/3708172,8,administrative,Zagga Kwasara,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,453,Bagudo,,0,,Local Authority,Local Authority,,,relation/3708146,8,administrative,Sharabi Kwanguwai,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,453,Bagudo,,0,,Local Authority,Local Authority,,,relation/3708095,8,administrative,Lafagu Gante,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,453,Bagudo,,0,,Local Authority,Local Authority,,,relation/3708174,8,administrative,Zaria Amiru,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,453,Bagudo,,0,,Local Authority,Local Authority,,,relation/3707971,8,administrative,Bagudo Tuga,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,453,Bagudo,,0,,Local Authority,Local Authority,,,relation/3708118,8,administrative,Matsinkai Geza,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,453,Bagudo,,0,,Local Authority,Local Authority,,,relation/3707977,8,administrative,Bani Tsamiya,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,453,Bagudo,,0,,Local Authority,Local Authority,,,relation/3708056,8,administrative,Illo Sabon Gari,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,453,Bagudo,,0,,Local Authority,Local Authority,,,relation/3708015,8,administrative,Dolekaina,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,453,Bagudo,,0,,Local Authority,Local Authority,,,relation/3707990,8,administrative,Buma,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,453,Bagudo,,0,,Local Authority,Local Authority,,,relation/3708074,8,administrative,Kaoje Gwamba,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,453,Bagudo,,0,,Local Authority,Local Authority,,,relation/3708102,8,administrative,Lolo Giris,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,453,Bagudo,,0,,Local Authority,Local Authority,,,relation/3708079,8,administrative,Kawara,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,453,Bagudo,,0,,Local Authority,Local Authority,,,relation/3708018,8,administrative,Dutsin Mari Dul Meru,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,453,Bagudo,,0,,Local Authority,Local Authority,,,relation/3707984,8,administrative,Besse,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,453,Bagudo,,0,,Local Authority,Local Authority,,,relation/3708001,8,administrative,Damba Bakoshi,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,453,Bagudo,,0,,Local Authority,Local Authority,,,relation/3708053,8,administrative,Herini Madachi,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,454,BirninKe,,0,,Local Authority,Local Authority,,Birnin-Kebbi,relation/3708030,8,administrative,Gawasu Demana,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,454,BirninKe,,0,,Local Authority,Local Authority,,Birnin-Kebbi,relation/3708119,8,administrative,Maurida,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,454,BirninKe,,0,,Local Authority,Local Authority,,Birnin-Kebbi,relation/3708044,8,administrative,Gulumbe,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,454,BirninKe,,0,,Local Authority,Local Authority,,Birnin-Kebbi,relation/3707963,8,administrative,Ambursa,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,454,BirninKe,,0,,Local Authority,Local Authority,,Birnin-Kebbi,relation/3708096,8,administrative,Lagga,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,454,BirninKe,,0,,Local Authority,Local Authority,,Birnin-Kebbi,relation/3708134,8,administrative,Sabiyal,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,454,BirninKe,,0,,Local Authority,Local Authority,,Birnin-Kebbi,relation/3708157,8,administrative,Ujariyo,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,454,BirninKe,,0,,Local Authority,Local Authority,,Birnin-Kebbi,relation/3708054,8,administrative,Hirishi-Magarza,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,454,BirninKe,,0,,Local Authority,Local Authority,,Birnin-Kebbi,relation/3708005,8,administrative,Dangaladima,ehealthafrica.org,2013,boundary,
,,,,,clampToGround,-1,-1,-1,,,163,NGA,Nigeria,22,Kebbi,454,BirninKe,,0,,Local Authority,Local Authority,,Birnin-Kebbi,relation/3708047,8,administrative,Gwadangwaji,ehealthafrica.org,2013,boundary,
