State Name,LGA Name,WARD Name,Old Ward Total Pop.,Ward old % Pop.,New Ward Total. Pop.2009,Old LGA Total Pop,New LGA Total Pop.2009,New Ward 2009 0-59Mth Target,New Ward 2009 9-59Mth Target
ZAMFARA,MARU,MAYAINCHI,8572,4%," 	11,953 ",,," 	2,032 "," 	2,391 "
ZAMFARA,MARU,R/DURUWA,14253,6%," 	19,875 ",,," 	3,379 "," 	3,975 "
ZAMFARA,SHINKAFI,BADARAWA,9960,8%," 	12,088 "," 	122,841 "," 	149,092 "," 	2,055 "," 	2,418 "
ZAMFARA,SHINKAFI,BIRNIN YERO,7241,6%," 	8,788 ",,," 	1,494 "," 	1,758 "
ZAMFARA,SHINKAFI,GALADI,15274,12%," 	18,538 ",,," 	3,151 "," 	3,708 "
ZAMFARA,SHINKAFI,JANGERU,15740,13%," 	19,104 ",,," 	3,248 "," 	3,821 "
ZAMFARA,SHINKAFI,KATURU,12421,10%," 	15,075 ",,," 	2,563 "," 	3,015 "
ZAMFARA,SHINKAFI,KURYA,13904,11%," 	16,875 ",,," 	2,869 "," 	3,375 "
ZAMFARA,SHINKAFI,KWARE,12438,10%," 	15,096 ",,," 	2,566 "," 	3,019 "
ZAMFARA,SHINKAFI,SHANAWA,10956,9%," 	13,297 ",,," 	2,261 "," 	2,659 "
ZAMFARA,SHINKAFI,SHINKAFI NORTH,12542,10%," 	15,222 ",,," 	2,588 "," 	3,044 "
ZAMFARA,SHINKAFI,SHINKAFI SOUTH,12365,10%," 	15,007 ",,," 	2,551 "," 	3,001 "
ZAMFARA,TALATA MAFARA,GALADIMA,20619,11%," 	26,424 "," 	184,545 "," 	236,503 "," 	4,492 "," 	5,285 "
ZAMFARA,TALATA MAFARA,GUSARI/GARBADU,6573,4%," 	8,424 ",,," 	1,432 "," 	1,685 "
ZAMFARA,TALATA MAFARA,GWARAM,8762,5%," 	11,229 ",,," 	1,909 "," 	2,246 "
ZAMFARA,TALATA MAFARA,JANGEBE,14024,8%," 	17,972 ",,," 	3,055 "," 	3,594 "
ZAMFARA,TALATA MAFARA,KAGARA,8340,5%," 	10,688 ",,," 	1,817 "," 	2,138 "
ZAMFARA,TALATA MAFARA,KAYAYE,37530,20%," 	48,096 ",,," 	8,176 "," 	9,619 "
ZAMFARA,TALATA MAFARA,MAKERA/TAKE TSABA,20726,11%," 	26,561 ",,," 	4,515 "," 	5,312 "
ZAMFARA,TALATA MAFARA,MORAI,10361,6%," 	13,278 ",,," 	2,257 "," 	2,656 "
ZAMFARA,TALATA MAFARA,RUWAN BORE/MIRKIDI,17386,9%," 	22,281 ",,," 	3,788 "," 	4,456 "
ZAMFARA,TALATA MAFARA,RUWAN GIZO,5611,3%," 	7,191 ",,," 	1,222 "," 	1,438 "
ZAMFARA,TALATA MAFARA,SAUNA RUWAN GORA,22248,12%," 	28,512 ",,," 	4,847 "," 	5,702 "
ZAMFARA,TSAFE,BILBIS,18498,9%," 	26,620 "," 	203,164 "," 	292,371 "," 	4,525 "," 	5,324 "
ZAMFARA,TSAFE,CHEDIYA,19270,9%," 	27,731 ",,," 	4,714 "," 	5,546 "
ZAMFARA,TSAFE,DANJIBGA,17330,9%," 	24,939 ",,," 	4,240 "," 	4,988 "
ZAMFARA,TSAFE,DAUKI,9628,5%," 	13,856 ",,," 	2,355 "," 	2,771 "
ZAMFARA,TSAFE,K/GANUWA,11589,6%," 	16,678 ",,," 	2,835 "," 	3,336 "
ZAMFARA,TSAFE,KETA,12606,6%," 	18,141 ",,," 	3,084 "," 	3,628 "
ZAMFARA,TSAFE,TSAFE CENTRAL,26437,13%," 	38,045 ",,," 	6,468 "," 	7,609 "
ZAMFARA,TSAFE,YANDOTON DAJI,28066,14%," 	40,389 ",,," 	6,866 "," 	8,078 "
ZAMFARA,TSAFE,YANKUZO A,16391,8%," 	23,588 ",,," 	4,010 "," 	4,718 "
ZAMFARA,TSAFE,YANKUZO B,19601,10%," 	28,208 ",,," 	4,795 "," 	5,642 "
ZAMFARA,TSAFE,YANWARE,23748,12%," 	34,175 ",,," 	5,810 "," 	6,835 "
ZAMFARA,ZURMI,BOKO,12598,6%," 	18,530 "," 	219,565 "," 	322,958 "," 	3,150 "," 	3,706 "
ZAMFARA,ZURMI,DAURA/B.TSABA,26364,12%," 	38,779 ",,," 	6,592 "," 	7,756 "
ZAMFARA,ZURMI,DOLE,18089,8%," 	26,607 ",,," 	4,523 "," 	5,321 "
ZAMFARA,ZURMI,KANWA,13081,6%," 	19,241 ",,," 	3,271 "," 	3,848 "
ZAMFARA,ZURMI,KWASHEBAWA,20162,9%," 	29,656 ",,," 	5,042 "," 	5,931 "
ZAMFARA,ZURMI,MASHEMA,16981,8%," 	24,977 ",,," 	4,246 "," 	4,995 "
ZAMFARA,ZURMI,MAYASA/KUTURU,21933,10%," 	32,261 ",,," 	5,484 "," 	6,452 "
ZAMFARA,ZURMI,MORIKI,16830,8%," 	24,755 ",,," 	4,208 "," 	4,951 "
ZAMFARA,ZURMI,RUKUDAWA,23321,11%," 	34,303 ",,," 	5,831 "," 	6,861 "
ZAMFARA,ZURMI,YANBUKI/DUTSI,22239,10%," 	32,711 ",,," 	5,561 "," 	6,542 "
ZAMFARA,ZURMI,ZURMI,27967,13%," 	41,137 ",,," 	6,993 "," 	8,227 "
,State Total,," 	2,567,024 ",," 	3,565,850 "," 	2,579,389 "," 	3,582,913 "," 	606,195 "," 	713,170 "
